plot_id,day,crop_type,crop_day,temperature_c,humidity_pct,rainfall_mm,soil_moisture_pct,et_loss,needs_irrigation,water_amount_mm,next_day_moisture
1,46,Cotton,47,30.93,87.86,0.0,37.68,1.02,0,0.0,36.64
1,47,Cotton,48,25.53,68.85,0.0,36.64,1.05,0,0.0,35.94
1,48,Cotton,49,28.5,47.45,0.76,35.94,1.31,1,4.88,39.54
1,49,Cotton,50,28.05,49.52,0.0,39.54,1.28,0,0.0,39.2
1,50,Cotton,51,22.69,62.1,0.85,39.2,1.02,0,0.0,37.85
1,51,Cotton,52,31.1,52.59,0.0,37.85,1.35,0,0.0,39.64
1,52,Cotton,53,24.08,50.17,3.67,39.64,1.15,0,0.0,39.05
1,53,Cotton,54,26.22,63.34,0.66,39.05,1.11,0,0.0,37.96
1,54,Cotton,55,29.14,74.61,0.01,37.96,1.1,0,0.0,39.2
1,55,Cotton,56,26.38,51.91,3.05,39.2,1.21,0,0.0,38.03
1,56,Cotton,57,29.3,66.73,0.0,38.03,1.17,0,0.0,38.9
1,57,Cotton,58,34.5,41.99,3.05,38.9,1.56,0,0.0,38.12
1,58,Cotton,59,29.25,60.2,0.55,38.12,1.23,0,0.0,36.97
1,59,Cotton,60,29.13,67.71,0.0,36.97,1.16,0,0.0,35.59
1,60,Cotton,61,29.47,44.28,0.0,35.59,1.37,1,5.29,40.15
1,61,Cotton,62,28.87,36.75,0.85,40.15,1.42,0,0.0,39.96
1,62,Cotton,63,22.04,64.85,0.99,39.96,0.98,0,0.0,39.71
1,63,Cotton,64,24.24,38.04,1.24,39.71,1.25,0,0.0,38.91
1,64,Cotton,65,32.82,61.19,0.64,38.91,1.32,0,0.0,37.82
1,65,Cotton,66,23.66,57.19,0.0,37.82,1.08,0,0.0,41.22
1,66,Cotton,67,23.55,42.76,5.72,41.22,1.19,0,0.0,40.21
1,67,Cotton,68,32.39,51.41,0.49,40.21,1.4,0,0.0,39.34
1,68,Cotton,69,28.07,76.8,0.22,39.34,1.05,0,0.0,39.17
1,69,Cotton,70,20.97,54.48,1.06,39.17,1.02,0,0.0,41.47
1,70,Cotton,71,22.65,62.24,4.14,41.47,1.01,0,0.0,44.59
1,71,Cotton,72,27.38,66.11,5.3,44.59,1.12,0,0.0,45.16
1,72,Cotton,73,23.77,32.28,2.31,45.16,1.27,0,0.0,44.12
1,73,Cotton,74,23.37,47.31,0.13,44.12,1.15,0,0.0,43.06
1,74,Cotton,75,28.87,60.78,0.19,43.06,1.21,0,0.0,47.86
1,75,Cotton,76,29.15,42.87,7.72,47.86,1.37,0,0.0,48.63
1,76,Cotton,77,28.29,37.86,2.7,48.63,1.39,0,0.0,48.15
1,77,Cotton,78,32.36,70.99,0.92,48.15,1.22,0,0.0,48.49
1,78,Cotton,79,21.11,40.93,1.81,48.49,1.12,0,0.0,49.95
1,79,Cotton,80,29.52,58.86,3.39,49.95,1.25,0,0.0,50.36
1,80,Cotton,81,30.58,95.0,1.7,50.36,0.95,0,0.0,50.41
1,81,Cotton,82,34.65,69.82,1.68,50.41,1.29,0,0.0,49.32
1,82,Cotton,83,26.42,66.38,0.0,49.32,1.09,0,0.0,47.95
1,83,Cotton,84,28.83,42.16,0.0,47.95,1.37,0,0.0,46.06
1,84,Cotton,85,39.57,26.99,0.0,46.06,1.9,0,0.0,44.9
1,85,Cotton,86,25.93,56.2,0.0,44.9,1.16,0,0.0,43.87
1,86,Cotton,87,25.64,71.33,0.0,43.87,1.03,0,0.0,42.42
1,87,Cotton,88,35.8,56.93,0.0,42.42,1.45,0,0.0,41.32
1,88,Cotton,89,24.35,58.25,0.0,41.32,1.09,0,0.0,40.45
1,89,Cotton,90,39.95,82.65,0.53,40.45,1.3,0,0.0,40.88
1,90,Cotton,91,17.87,57.8,1.67,40.88,0.9,0,0.0,39.52
1,91,Cotton,92,25.78,29.96,0.0,39.52,1.37,0,0.0,38.33
1,92,Cotton,93,30.52,67.99,0.0,38.33,1.19,0,0.0,37.11
1,93,Cotton,94,26.33,50.23,0.0,37.11,1.22,0,0.0,36.19
1,94,Cotton,95,36.83,61.07,0.66,36.19,1.44,0,0.0,35.44
1,95,Cotton,96,29.89,79.77,0.39,35.44,1.07,1,5.48,39.87
1,96,Cotton,97,20.4,47.74,0.0,39.87,1.05,0,0.0,38.9
1,97,Cotton,98,26.81,83.08,0.0,38.9,0.96,0,0.0,38.09
1,98,Cotton,99,11.79,39.63,0.0,38.09,0.81,0,0.0,37.37
1,99,Cotton,100,18.03,35.5,0.41,37.37,1.05,0,0.0,36.22
1,100,Cotton,101,25.8,56.96,0.0,36.22,1.15,0,0.0,37.19
1,101,Cotton,102,28.29,90.22,2.38,37.19,0.94,0,0.0,36.16
1,102,Cotton,103,23.09,61.93,0.0,36.16,1.03,0,0.0,35.18
1,103,Cotton,104,26.99,55.91,0.26,35.18,1.19,1,5.79,39.8
1,104,Cotton,105,28.57,64.93,0.0,39.8,1.16,0,0.0,38.98
1,105,Cotton,106,24.92,86.67,0.08,38.98,0.89,0,0.0,41.84
1,106,Cotton,107,27.24,63.82,5.0,41.84,1.14,0,0.0,40.71
1,107,Cotton,108,25.57,58.11,0.0,40.71,1.13,0,0.0,39.66
1,108,Cotton,109,25.05,67.74,0.0,39.66,1.04,0,0.0,40.65
1,109,Cotton,110,32.76,76.79,2.7,40.65,1.17,0,0.0,39.38
1,110,Cotton,111,32.06,64.44,0.0,39.38,1.27,0,0.0,39.4
1,111,Cotton,112,30.76,44.35,1.79,39.4,1.41,0,0.0,38.18
1,112,Cotton,113,27.9,56.76,0.0,38.18,1.21,0,0.0,40.26
1,113,Cotton,114,24.65,72.43,3.84,40.26,0.99,0,0.0,40.22
1,114,Cotton,115,26.91,71.48,1.28,40.22,1.06,0,0.0,41.61
1,115,Cotton,116,25.96,58.92,3.16,41.61,1.14,0,0.0,40.18
1,116,Cotton,117,34.53,55.32,0.0,40.18,1.43,0,0.0,39.09
1,117,Cotton,118,26.8,67.81,0.0,39.09,1.09,0,0.0,41.4
1,118,Cotton,119,29.62,53.05,4.52,41.4,1.3,0,0.0,40.05
1,119,Cotton,120,37.56,70.98,0.0,40.05,1.36,0,0.0,39.42
1,120,Cotton,121,22.97,36.79,0.73,39.42,1.21,0,0.0,39.45
1,121,Cotton,122,31.85,65.01,1.62,39.45,1.26,0,0.0,38.11
1,122,Cotton,123,27.94,41.54,0.0,38.11,1.34,0,0.0,39.66
1,123,Cotton,124,17.55,81.56,2.87,39.66,0.74,0,0.0,38.52
1,124,Cotton,125,23.87,50.18,0.0,38.52,1.14,0,0.0,37.38
1,125,Cotton,126,31.07,75.37,0.0,37.38,1.14,0,0.0,36.05
1,126,Cotton,127,29.22,47.4,0.0,36.05,1.34,0,0.0,34.85
1,127,Cotton,128,30.8,68.09,0.0,34.85,1.2,1,6.19,41.36
1,128,Cotton,129,20.76,33.89,1.85,41.36,1.16,0,0.0,40.39
1,129,Cotton,130,24.68,75.4,0.0,40.39,0.97,0,0.0,39.3
1,130,Cotton,131,29.55,77.13,0.0,39.3,1.08,0,0.0,38.12
1,131,Cotton,132,26.49,54.93,0.0,38.12,1.19,0,0.0,37.72
1,132,Cotton,133,29.61,42.59,1.24,37.72,1.39,0,0.0,36.42
1,133,Cotton,134,30.46,56.33,0.0,36.42,1.3,0,0.0,35.03
1,134,Cotton,135,31.45,48.98,0.0,35.03,1.39,1,5.97,46.61
1,135,Cotton,136,28.35,69.75,8.41,46.61,1.12,0,0.0,49.64
1,136,Cotton,137,28.49,43.4,5.47,49.64,1.35,0,0.0,48.83
1,137,Cotton,138,39.38,61.09,0.88,48.83,1.52,0,0.0,47.34
1,138,Cotton,139,38.77,43.49,0.26,47.34,1.69,0,0.0,46.6
1,139,Cotton,140,27.45,69.64,0.44,46.6,1.09,0,0.0,45.43
1,140,Cotton,141,23.8,46.01,0.0,45.43,1.17,0,0.0,43.77
1,141,Cotton,142,33.16,27.85,0.0,43.77,1.65,0,0.0,42.74
1,142,Cotton,143,29.71,83.14,0.0,42.74,1.04,0,0.0,41.55
1,143,Cotton,144,30.86,69.56,0.0,41.55,1.19,0,0.0,43.83
1,144,Cotton,145,21.4,82.47,3.9,43.83,0.83,0,0.0,44.04
1,145,Cotton,146,27.63,50.77,1.83,44.04,1.26,0,0.0,47.61
1,146,Cotton,147,19.43,75.31,5.51,47.61,0.83,0,0.0,46.37
1,147,Cotton,148,29.38,59.18,0.0,46.37,1.24,0,0.0,45.33
1,148,Cotton,149,20.03,46.01,0.0,45.33,1.05,0,0.0,55.97
1,149,Cotton,0,29.3,59.54,14.84,55.97,1.23,0,0.0,55.89
1,150,Cotton,1,28.03,55.7,1.43,55.89,1.23,0,0.0,54.51
1,151,Cotton,2,26.43,31.01,0.0,54.51,1.38,0,0.0,53.32
1,152,Cotton,3,28.6,62.72,0.0,53.32,1.18,0,0.0,52.15
1,153,Cotton,4,33.3,78.12,0.0,52.15,1.17,0,0.0,50.77
1,154,Cotton,5,29.66,43.77,0.0,50.77,1.38,0,0.0,51.58
1,155,Cotton,6,28.57,78.27,2.32,51.58,1.05,0,0.0,52.45
1,156,Cotton,7,38.3,81.33,2.69,52.45,1.27,0,0.0,51.35
1,157,Cotton,8,22.9,50.96,0.0,51.35,1.11,0,0.0,50.95
1,158,Cotton,9,31.23,75.53,0.94,50.95,1.14,0,0.0,49.75
1,159,Cotton,10,25.83,49.87,0.0,49.75,1.21,0,0.0,48.1
1,160,Cotton,11,33.29,28.62,0.0,48.1,1.65,0,0.0,46.71
1,161,Cotton,12,32.43,52.94,0.0,46.71,1.39,0,0.0,45.26
1,162,Cotton,13,35.51,56.11,0.0,45.26,1.45,0,0.0,47.5
1,163,Cotton,14,32.91,59.96,4.47,47.5,1.34,0,0.0,46.52
1,164,Cotton,15,19.48,54.17,0.0,46.52,0.98,0,0.0,45.34
1,165,Cotton,16,27.97,61.05,0.0,45.34,1.18,0,0.0,44.38
1,166,Cotton,17,21.48,65.05,0.0,44.38,0.96,0,0.0,43.37
1,167,Cotton,18,22.49,62.32,0.0,43.37,1.01,0,0.0,42.83
1,168,Cotton,19,27.69,69.33,0.7,42.83,1.1,0,0.0,41.61
1,169,Cotton,20,25.77,47.86,0.0,41.61,1.22,0,0.0,40.37
1,170,Cotton,21,25.35,43.11,0.0,40.37,1.25,0,0.0,39.34
1,171,Cotton,22,20.83,52.13,0.0,39.34,1.03,0,0.0,37.81
1,172,Cotton,23,37.82,55.53,0.0,37.81,1.53,0,0.0,36.66
1,173,Cotton,24,30.57,73.07,0.0,36.66,1.15,0,0.0,36.84
1,174,Cotton,25,27.44,51.69,1.78,36.84,1.24,0,0.0,35.79
1,175,Cotton,26,24.32,63.69,0.0,35.79,1.05,1,5.05,39.71
1,176,Cotton,27,26.62,20.47,0.43,39.71,1.47,0,0.0,39.31
1,177,Cotton,28,24.87,22.12,1.25,39.31,1.39,0,0.0,38.04
1,178,Cotton,29,30.88,59.67,0.0,38.04,1.28,0,0.0,36.96
1,179,Cotton,30,23.14,56.19,0.0,36.96,1.07,0,0.0,36.0
1,180,Cotton,31,19.97,58.05,0.0,36.0,0.96,1,4.8,39.59
1,181,Cotton,32,27.07,54.28,0.0,39.59,1.21,0,0.0,38.33
1,182,Cotton,33,24.77,38.78,0.0,38.33,1.26,0,0.0,37.8
1,183,Cotton,34,29.09,68.66,0.77,37.8,1.15,0,0.0,36.76
1,184,Cotton,35,27.96,77.2,0.0,36.76,1.04,0,0.0,36.32
1,185,Cotton,36,39.87,70.22,1.24,36.32,1.43,0,0.0,35.22
1,186,Cotton,37,22.81,52.14,0.0,35.22,1.09,1,5.73,39.46
1,187,Cotton,38,34.98,35.36,0.19,39.46,1.64,0,0.0,38.5
1,188,Cotton,39,21.01,63.44,0.0,38.5,0.96,0,0.0,37.27
1,189,Cotton,40,25.71,45.61,0.0,37.27,1.24,0,0.0,36.02
1,190,Cotton,41,25.04,42.04,0.0,36.02,1.24,0,0.0,40.5
1,191,Cotton,42,15.49,65.27,6.58,40.5,0.79,0,0.0,43.57
1,192,Cotton,43,26.81,41.39,5.48,43.57,1.31,0,0.0,42.34
1,193,Cotton,44,29.19,59.1,0.0,42.34,1.23,0,0.0,43.94
1,194,Cotton,45,30.5,40.34,3.8,43.94,1.44,0,0.0,42.65
1,195,Cotton,46,38.22,79.29,0.0,42.65,1.29,0,0.0,41.59
1,196,Cotton,47,24.69,63.56,0.0,41.59,1.06,0,0.0,39.95
1,197,Cotton,48,29.4,13.89,0.0,39.95,1.64,0,0.0,38.56
1,198,Cotton,49,29.3,41.44,0.0,38.56,1.39,0,0.0,37.53
2,0,Maize,1,24.26,22.92,0.09,49.41,1.61,0,0.0,48.88
2,1,Maize,2,21.0,58.44,0.81,48.88,1.17,0,0.0,48.21
2,2,Maize,3,39.95,45.93,1.66,48.21,2.0,0,0.0,50.2
2,3,Maize,4,25.2,77.58,3.9,50.2,1.14,0,0.0,49.44
2,4,Maize,5,31.34,52.16,1.06,49.44,1.6,0,0.0,49.38
2,5,Maize,6,30.66,65.45,1.71,49.38,1.44,0,0.0,48.07
2,6,Maize,7,25.79,61.88,0.0,48.07,1.3,0,0.0,46.53
2,7,Maize,8,31.71,58.65,0.0,46.53,1.54,0,0.0,44.92
2,8,Maize,9,36.55,67.37,0.0,44.92,1.61,1,6.1,49.88
2,9,Maize,10,30.76,59.43,0.46,49.88,1.5,0,0.0,49.19
2,10,Maize,11,16.37,77.66,0.22,49.19,0.87,0,0.0,47.77
2,11,Maize,12,21.95,30.8,0.02,47.77,1.44,0,0.0,46.89
2,12,Maize,13,16.55,76.49,0.0,46.89,0.88,0,0.0,45.46
2,13,Maize,14,32.58,71.36,0.0,45.46,1.43,1,5.45,50.58
2,14,Maize,15,27.94,70.82,1.21,50.58,1.29,0,0.0,50.36
2,15,Maize,16,32.14,70.15,1.52,50.36,1.43,0,0.0,49.72
2,16,Maize,17,26.24,48.62,1.0,49.72,1.45,0,0.0,47.96
2,17,Maize,18,36.21,54.42,0.0,47.96,1.75,0,0.0,46.99
2,18,Maize,19,16.78,65.14,0.0,46.99,0.97,0,0.0,45.95
2,19,Maize,20,28.28,92.59,0.05,45.95,1.08,1,4.86,50.95
2,20,Maize,21,15.14,49.22,1.46,50.95,1.02,0,0.0,49.61
2,21,Maize,22,28.14,52.97,0.17,49.61,1.48,0,0.0,49.89
2,22,Maize,23,31.59,78.51,2.01,49.89,1.32,0,0.0,48.51
2,23,Maize,24,27.44,59.9,0.0,48.51,1.38,0,0.0,47.62
2,24,Maize,25,19.6,45.92,0.41,47.62,1.22,0,0.0,47.03
2,25,Maize,26,26.66,48.4,1.09,47.03,1.47,0,0.0,48.58
2,26,Maize,27,23.62,58.07,3.52,48.58,1.26,0,0.0,47.03
2,27,Maize,28,34.02,65.09,0.0,47.03,1.55,0,0.0,45.62
2,28,Maize,29,24.86,47.57,0.0,45.62,1.4,1,5.25,49.64
2,29,Maize,30,25.63,69.28,0.0,49.64,1.23,0,0.0,47.88
2,30,Maize,31,30.69,34.62,0.0,47.88,1.76,0,0.0,47.94
2,31,Maize,32,24.02,64.91,1.6,47.94,1.22,0,0.0,46.69
2,32,Maize,33,23.42,58.69,0.0,46.69,1.25,0,0.0,48.0
2,33,Maize,34,20.22,13.23,3.51,48.0,1.5,0,0.0,49.34
2,34,Maize,35,25.78,56.24,3.38,49.34,1.36,0,0.0,47.56
2,35,Maize,36,30.36,32.05,0.0,47.56,1.78,0,0.0,46.37
2,36,Maize,37,24.41,68.59,0.0,46.37,1.2,0,0.0,49.42
2,37,Maize,38,28.39,32.73,5.92,49.42,1.69,0,0.0,49.19
2,38,Maize,39,39.38,30.56,2.44,49.19,2.18,0,0.0,48.0
2,39,Maize,40,21.3,57.23,0.0,48.0,1.19,0,0.0,46.5
2,40,Maize,41,23.65,30.82,0.0,46.5,1.51,0,0.0,45.31
2,41,Maize,42,25.16,71.93,0.0,45.31,1.19,1,5.63,51.62
2,42,Maize,43,20.83,76.98,2.12,51.62,1.01,0,0.0,51.36
2,43,Maize,44,19.75,65.51,1.0,51.36,1.07,0,0.0,49.85
2,44,Maize,45,40.15,84.25,0.0,49.85,1.51,0,0.0,48.11
2,45,Maize,46,35.96,54.73,0.0,48.11,1.74,0,0.0,47.77
2,46,Maize,47,25.16,51.68,1.3,47.77,1.38,0,0.0,46.18
2,47,Maize,48,30.57,50.58,0.0,46.18,1.59,0,0.0,44.13
2,48,Maize,49,34.11,22.39,0.0,44.13,2.05,1,7.04,49.75
2,49,Maize,50,28.13,33.84,0.31,49.75,1.67,0,0.0,50.14
2,50,Maize,51,32.06,26.79,2.87,50.14,1.91,0,0.0,49.88
2,51,Maize,52,36.58,61.61,1.77,49.88,1.68,0,0.0,49.86
2,52,Maize,53,28.07,55.92,1.79,49.86,1.44,0,0.0,48.31
2,53,Maize,54,26.62,39.14,0.0,48.31,1.55,0,0.0,47.64
2,54,Maize,55,29.15,44.26,1.16,47.64,1.6,0,0.0,47.01
2,55,Maize,56,29.65,68.05,0.93,47.01,1.37,0,0.0,45.64
2,56,Maize,57,29.14,66.22,0.0,45.64,1.38,1,5.24,49.66
2,57,Maize,58,25.71,71.33,0.0,49.66,1.21,0,0.0,49.62
2,58,Maize,59,25.62,70.24,1.47,49.62,1.22,0,0.0,47.94
2,59,Maize,60,32.75,49.59,0.0,47.94,1.68,0,0.0,51.87
2,60,Maize,61,28.83,40.36,6.95,51.87,1.63,0,0.0,50.65
2,61,Maize,62,21.33,53.18,0.0,50.65,1.22,0,0.0,49.62
2,62,Maize,63,36.51,56.32,0.9,49.62,1.74,0,0.0,48.82
2,63,Maize,64,21.21,47.96,0.57,48.82,1.26,0,0.0,50.02
2,64,Maize,65,22.78,51.66,3.12,50.02,1.29,0,0.0,50.14
2,65,Maize,66,33.52,72.27,1.96,50.14,1.45,0,0.0,48.46
2,66,Maize,67,34.73,56.9,0.0,48.46,1.67,0,0.0,46.94
2,67,Maize,68,27.26,44.81,0.0,46.94,1.52,0,0.0,45.64
2,68,Maize,69,25.19,59.71,0.0,45.64,1.3,1,5.24,50.38
2,69,Maize,70,23.51,41.36,1.13,50.38,1.41,0,0.0,48.58
2,70,Maize,71,31.56,35.01,0.0,48.58,1.8,0,0.0,46.96
2,71,Maize,72,33.93,58.86,0.0,46.96,1.62,0,0.0,45.79
2,72,Maize,73,25.91,76.82,0.0,45.79,1.17,1,5.05,49.33
2,73,Maize,74,28.74,51.66,0.0,49.33,1.51,0,0.0,50.85
2,74,Maize,75,26.87,73.11,3.44,50.85,1.23,0,0.0,53.08
2,75,Maize,76,31.74,77.51,4.46,53.08,1.34,0,0.0,51.52
2,76,Maize,77,30.6,53.23,0.0,51.52,1.56,0,0.0,50.41
2,77,Maize,78,19.23,53.14,0.05,50.41,1.15,0,0.0,50.67
2,78,Maize,79,29.42,50.79,2.25,50.67,1.54,0,0.0,49.63
2,79,Maize,80,25.6,89.48,0.0,49.63,1.04,0,0.0,48.89
2,80,Maize,81,22.77,28.29,0.94,48.89,1.49,0,0.0,47.91
2,81,Maize,82,23.28,89.54,0.0,47.91,0.97,0,0.0,47.86
2,82,Maize,83,26.46,45.12,1.79,47.86,1.49,0,0.0,46.67
2,83,Maize,84,29.09,84.19,0.0,46.67,1.19,0,0.0,45.97
2,84,Maize,85,34.42,65.34,1.08,45.97,1.56,1,4.84,51.89
2,85,Maize,86,28.2,55.17,3.17,51.89,1.46,0,0.0,50.38
2,86,Maize,87,34.77,70.43,0.0,50.38,1.52,0,0.0,49.22
2,87,Maize,88,26.45,56.74,0.27,49.22,1.38,0,0.0,48.09
2,88,Maize,89,18.24,50.81,0.0,48.09,1.13,0,0.0,46.87
2,89,Maize,90,23.9,64.24,0.0,46.87,1.22,0,0.0,46.1
2,90,Maize,91,34.78,49.61,1.23,46.1,1.76,0,0.0,44.56
2,91,Maize,92,27.67,45.05,0.0,44.56,1.54,1,6.52,49.62
2,92,Maize,93,34.74,74.46,0.0,49.62,1.47,0,0.0,50.94
2,93,Maize,94,23.72,95.0,2.83,50.94,0.94,0,0.0,50.08
2,94,Maize,95,15.35,74.47,0.0,50.08,0.86,0,0.0,48.48
2,95,Maize,96,34.67,59.77,0.05,48.48,1.64,0,0.0,46.95
2,96,Maize,97,34.15,67.54,0.0,46.95,1.53,0,0.0,45.29
2,97,Maize,98,33.05,52.06,0.0,45.29,1.67,1,5.65,49.44
2,98,Maize,99,29.28,54.7,0.0,49.44,1.5,0,0.0,51.02
2,99,Maize,0,25.81,37.2,3.89,51.02,1.54,0,0.0,49.68
2,100,Maize,1,27.88,46.67,0.24,49.68,1.53,0,0.0,48.14
2,101,Maize,2,24.61,32.18,0.0,48.14,1.54,0,0.0,47.22
2,102,Maize,3,29.43,23.72,1.14,47.22,1.83,0,0.0,45.76
2,103,Maize,4,27.96,52.98,0.0,45.76,1.47,1,5.09,49.65
2,104,Maize,5,30.27,66.16,0.28,49.65,1.41,0,0.0,48.08
2,105,Maize,6,30.3,51.25,0.0,48.08,1.57,0,0.0,46.55
2,106,Maize,7,26.77,41.75,0.0,46.55,1.53,0,0.0,50.01
2,107,Maize,8,30.82,32.01,6.57,50.01,1.8,0,0.0,51.2
2,108,Maize,9,29.22,68.92,3.18,51.2,1.35,0,0.0,51.39
2,109,Maize,10,27.25,45.11,2.14,51.39,1.52,0,0.0,49.75
2,110,Maize,11,31.09,47.44,0.0,49.75,1.64,0,0.0,48.25
2,111,Maize,12,27.36,47.48,0.0,48.25,1.5,0,0.0,46.89
2,112,Maize,13,30.58,72.91,0.0,46.89,1.35,0,0.0,45.08
2,113,Maize,14,40.51,62.04,0.0,45.08,1.81,1,5.9,49.25
2,114,Maize,15,28.54,29.37,0.0,49.25,1.73,0,0.0,48.28
2,115,Maize,16,39.18,45.01,1.26,48.28,1.98,0,0.0,47.02
2,116,Maize,17,27.33,71.89,0.0,47.02,1.26,0,0.0,45.34
2,117,Maize,18,27.1,28.57,0.0,45.34,1.68,1,5.59,50.28
2,118,Maize,19,30.53,51.99,1.16,50.28,1.57,0,0.0,48.89
2,119,Maize,20,23.17,42.2,0.0,48.89,1.39,0,0.0,47.52
2,120,Maize,21,26.82,56.53,0.02,47.52,1.39,0,0.0,46.07
2,121,Maize,22,32.54,55.54,0.19,46.07,1.61,0,0.0,46.84
2,122,Maize,23,30.72,85.25,2.5,46.84,1.23,0,0.0,47.67
2,123,Maize,24,28.79,80.97,2.55,47.67,1.21,0,0.0,46.27
2,124,Maize,25,24.81,47.89,0.0,46.27,1.4,0,0.0,47.99
2,125,Maize,26,22.16,43.86,3.82,47.99,1.33,0,0.0,46.38
2,126,Maize,27,29.59,45.56,0.0,46.38,1.61,0,0.0,44.73
2,127,Maize,28,33.2,53.58,0.0,44.73,1.65,1,6.32,52.42
2,128,Maize,29,25.29,64.58,3.29,52.42,1.26,0,0.0,51.23
2,129,Maize,30,23.95,67.93,0.0,51.23,1.19,0,0.0,49.85
2,130,Maize,31,26.76,46.08,0.14,49.85,1.49,0,0.0,48.33
2,131,Maize,32,26.58,41.77,0.0,48.33,1.53,0,0.0,46.94
2,132,Maize,33,26.89,57.85,0.0,46.94,1.38,0,0.0,47.19
2,133,Maize,34,27.77,50.05,2.17,47.19,1.49,0,0.0,46.94
2,134,Maize,35,22.07,49.02,1.3,46.94,1.29,0,0.0,46.82
2,135,Maize,36,25.22,62.38,1.45,46.82,1.28,0,0.0,45.39
2,136,Maize,37,31.76,69.65,0.0,45.39,1.43,1,5.53,50.31
2,137,Maize,38,25.07,83.66,0.59,50.31,1.08,0,0.0,49.34
2,138,Maize,39,19.47,75.74,0.0,49.34,0.98,0,0.0,49.66
2,139,Maize,40,25.75,71.9,1.92,49.66,1.21,0,0.0,51.47
2,140,Maize,41,27.44,36.63,4.28,51.47,1.61,0,0.0,49.8
2,141,Maize,42,34.49,56.62,0.0,49.8,1.67,0,0.0,48.36
